,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
125878,387569,110816651,2011-10-11,2011-09-01,1400,8,West LA,831,928,THREATENING PHONE CALLS/LETTERS,0422 0443 0913,27.0,M,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,928.0,,,,12200    WILSHIRE                     BL,,"(34.0434, -118.4683)"
68870,930644,141517127,2014-09-13,2014-09-11,1805,15,N Hollywood,1548,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,22.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5300    LANKERSHIM                   BL,,"(34.167, -118.3759)"
135381,1306001,161019409,2016-12-06,2016-12-06,2000,10,West Valley,1017,330,BURGLARY FROM VEHICLE,0344 0352 0377,48.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,7400    BALBOA                       BL,,"(34.2048, -118.5011)"
20331,1065876,150810125,2015-05-29,2015-03-23,1,8,West LA,808,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,53.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,13300    MULHOLLAND                   DR,,"(34.1295, -118.422)"
126574,906197,141309841,2014-04-16,2014-04-14,2200,13,Newton,1354,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814,18.0,F,H,101.0,STREET,,,IC,Invest Cont,626.0,,,,MARTIN LUTHER KING,AVALON,"(34.0111, -118.2653)"
46898,551417,120506111,2012-02-07,2012-02-06,2000,5,Harbor,566,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1251 1257 0432 0913,,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,237.0,,,,1300 S  PACIFIC                      AV,,"(33.7324, -118.2879)"
75204,128943,101420142,2010-09-04,2010-09-02,1800,14,Pacific,1441,330,BURGLARY FROM VEHICLE,0344 1300,34.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,00 S  VENICE                       BL,,"(33.984, -118.4705)"
38709,7453,130123446,2013-11-06,2013-10-29,1500,1,Central,122,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501 0913,57.0,M,H,726.0,POLICE FACILITY,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,100 N  HOPE                         ST,,"(34.0564, -118.2498)"
92412,533594,120310638,2012-04-16,2012-04-14,1400,3,Southwest,355,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,35.0,M,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,626.0,,,,1700 W  37TH                         DR,,"(34.0194, -118.3089)"
11822,506102,112106483,2011-02-20,2011-02-20,245,21,Topanga,2115,900,VIOLATION OF COURT ORDER,0906 1501,32.0,M,W,101.0,STREET,,,IC,Invest Cont,900.0,,,,REMMET                       AV,ROSCOE                       BL,"(34.2198, -118.6003)"
135308,862489,140816489,2014-11-27,2014-11-07,2000,8,West LA,813,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,28.0,F,W,503.0,HOTEL,,,IC,Invest Cont,740.0,,,,11400 W  SUNSET                       BL,,"(34.0728, -118.4667)"
27663,1563750,171206123,2017-02-01,2017-01-28,1700,12,77th Street,1239,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421 0444 0360 0555 1251 1259,17.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,5900 S  FIGUEROA                     ST,,"(33.9874, -118.2827)"
48697,1566637,160401334,2016-12-10,2016-12-10,2005,4,Hollenbeck,415,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814,33.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2500    JOHNSTON                     ST,,"(34.0755, -118.2104)"
100805,114318,101308474,2010-03-09,2010-03-09,2040,13,Newton,1307,320,"BURGLARY, ATTEMPTED",0444,33.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320.0,,,,700 S  SAN PEDRO                    ST,,"(34.0407, -118.2468)"
93441,392579,110910684,2011-05-04,2011-05-04,1555,9,Van Nuys,923,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1402,,M,W,101.0,STREET,,,AA,Adult Arrest,331.0,998.0,,,VESPER,VICTORY,"(34.1867, -118.4509)"
40743,815642,140311615,2014-05-11,2014-05-11,1640,3,Southwest,376,310,BURGLARY,0344 0913,49.0,M,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,310.0,,,,3700 S  HOBART                       BL,,"(34.0182, -118.3078)"
104396,429738,111229219,2011-12-22,2011-12-22,1800,12,77th Street,1266,210,ROBBERY,0342 0334 1402 1822 0906 0346 0449 0337,48.0,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,7900 S  BROADWAY,,"(33.9679, -118.2783)"
136964,347197,110324601,2011-11-14,2011-11-14,1730,3,Southwest,321,210,ROBBERY,0344 0104 0325 0342 0355 0400 0416 0417,62.0,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,EXPOSITION                   BL,LA BREA,"(34.0249, -118.3572)"
37143,584243,120904381,2012-01-09,2012-01-08,1800,9,Van Nuys,932,510,VEHICLE - STOLEN,,11.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SYLVAN,KESTER,"(34.1847, -118.4575)"
12067,1120070,151317810,2015-09-09,2015-08-24,1300,13,Newton,1307,662,"BUNCO, GRAND THEFT",0701 0800 1309 0344,25.0,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,662.0,,,,700 E  9TH                          ST,,"(34.0349, -118.2436)"
144581,1418697,162112029,2016-06-20,2016-06-20,1820,21,Topanga,2107,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24.0,M,O,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,8300    DE SOTO                      AV,,"(34.22, -118.5885)"
23008,1007406,150208394,2015-03-20,2015-03-20,2230,2,Rampart,201,624,BATTERY - SIMPLE ASSAULT,0416 0202,40.0,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,VERMONT                      AV,MELROSE,"(34.0836, -118.2917)"
32572,1222487,160210901,2016-05-18,2016-05-17,2220,2,Rampart,269,888,TRESPASSING,2004 0334 0432,52.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,800    COLUMBIA                     AV,,"(34.0506, -118.2699)"
130552,898537,141218865,2014-08-21,2014-08-20,1130,12,77th Street,1239,440,THEFT PLAIN - PETTY ($950 & UNDER),1216 0344 1822 1402,32.0,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,5800 S  VERMONT                      AV,,"(33.9888, -118.2915)"
101020,502639,112018777,2011-09-22,2011-09-22,2215,20,Olympic,2019,210,ROBBERY,0302 0334 0337 0342 0344 0352 0369 0432 1309 1313,44.0,F,H,102.0,SIDEWALK,102.0,HAND GUN,AO,Adult Other,210.0,998.0,,,MADISON,1ST                          ST,"(34.0735, -118.289)"
153385,635823,121400511,2012-01-08,2012-01-07,1715,14,Pacific,1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,23.0,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,SPEEDWAY,CLUBHOUSE,"(33.988, -118.4703)"
71515,894293,141211584,2014-05-03,2014-05-02,1205,12,77th Street,1215,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,28.0,M,O,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,745.0,,,,1300 W  57TH                         ST,,"(33.991, -118.298)"
46025,1580381,170814953,2017-08-31,2017-08-30,2200,8,West LA,805,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1210 0344 1606 0385,48.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,1300 E  CASIANO                      RD,,"(34.0862, -118.4718)"
46293,871869,140919796,2014-12-02,2014-12-02,1740,9,Van Nuys,991,888,TRESPASSING,1501,50.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,888.0,,,,3900    KINGSWOOD                    RD,,"(34.1416, -118.4672)"
30165,686162,121906041,2012-02-03,2012-02-03,1700,19,Mission,1984,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0371,53.0,M,O,222.0,LAUNDROMAT,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,14700    PARTHENIA                    ST,,"(34.2282, -118.4536)"
8804,613970,121205492,2012-01-23,2012-01-23,1620,12,77th Street,1241,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822 0319 0422,11.0,F,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,3300    HYDE PARK                    BL,,"(33.9806, -118.3294)"
136114,235848,100328828,2010-12-28,2010-12-13,1200,3,Southwest,301,510,VEHICLE - STOLEN,,,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,5200 W  ADAMS                        BL,,"(34.0325, -118.3565)"
62265,501064,112014607,2011-07-09,2011-07-09,1010,20,Olympic,2071,210,ROBBERY,0326 0336 0342 0344 0352 1000 1221 1309,20.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,1300 S  GRAMERCY                     PL,,"(34.0472, -118.313)"
75876,1496226,171407145,2017-02-26,2017-02-25,2000,14,Pacific,1488,330,BURGLARY FROM VEHICLE,1300 0344,41.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,9000    RAMSGATE                     AV,,"(33.9552, -118.3827)"
121507,1269936,160700866,2016-06-25,2016-06-25,1015,7,Wilshire,788,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,44.0,F,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,1900 S  BRONSON                      AV,,"(34.0399, -118.3297)"
44340,1354275,161505265,2016-01-23,2016-01-15,1800,15,N Hollywood,1557,354,THEFT OF IDENTITY,1822 0928,41.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,10800    BLIX                         ST,,"(34.1567, -118.366)"
83286,612309,121121997,2012-12-05,2012-12-05,1200,11,Northeast,1143,946,OTHER MISCELLANEOUS CRIME,1402,60.0,F,W,721.0,HIGH SCHOOL,,,JA,Juv Arrest,946.0,998.0,,,3900    TRACY                        ST,,"(34.1072, -118.277)"
57626,1155722,151709629,2015-04-30,2015-04-25,800,17,Devonshire,1743,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,1258 0500 1822,,F,W,717.0,HEALTH SPA/GYM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762.0,812.0,860.0,,18600    DEVONSHIRE                   ST,,"(34.2609, -118.5346)"
103575,912027,141322516,2014-11-26,2014-11-26,1710,13,Newton,1321,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 1236 0601 0202 0329,39.0,M,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,2000 S  FIGUEROA                     ST,,"(34.033, -118.2729)"
37640,379976,110717212,2011-11-03,2011-11-03,300,7,Wilshire,785,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2000,31.0,F,B,507.0,CONDOMINIUM/TOWNHOUSE,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,2000    VINEYARD                     AV,,"(34.0389, -118.3402)"
29817,444151,111420264,2011-07-07,2011-07-07,1530,14,Pacific,1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0903,26.0,F,H,102.0,SIDEWALK,212.0,BOTTLE,IC,Invest Cont,230.0,946.0,,,VENICE,MILDRED,"(33.9876, -118.466)"
93577,756592,131717553,2013-10-20,2013-10-20,2010,17,Devonshire,1747,624,BATTERY - SIMPLE ASSAULT,0448 1813 2000,56.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,10500    DEBRA                        AV,,"(34.261, -118.4901)"
103718,786105,132104214,2013-01-05,2013-01-04,1300,21,Topanga,2125,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,55.0,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,7900    CANOGA                       AV,,"(34.2138, -118.5975)"
27106,420590,111212464,2011-04-30,2011-04-29,2130,12,77th Street,1258,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0360 0416 1206,,M,O,501.0,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,IC,Invest Cont,230.0,,,,100 W  77TH                         ST,,"(33.9699, -118.2739)"
145895,504846,112100765,2011-06-19,2011-06-19,1450,21,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,21.0,M,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,21400    VICTORY                      BL,,"(34.1884, -118.5975)"
119264,346849,110323876,2011-11-04,2011-11-03,930,3,Southwest,332,320,"BURGLARY, ATTEMPTED",0358 1607 1609,74.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,2900    CHESAPEAKE                   AV,,"(34.0294, -118.345)"
116439,1396030,161908812,2016-03-24,2016-03-24,1030,19,Mission,1998,310,BURGLARY,0314 0344,32.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7900    BROADLEAF                    AV,,"(34.2144, -118.4379)"
140667,995459,150100901,2015-04-26,2015-04-26,2130,1,Central,176,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,58.0,M,B,102.0,SIDEWALK,304.0,CLUB/BAT,IC,Invest Cont,230.0,,,,7TH                          ST,SAN JULIAN,"(34.0407, -118.2468)"
127644,598934,121012551,2012-07-01,2012-06-28,1,10,West Valley,1003,354,THEFT OF IDENTITY,0923 1822,57.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,649.0,,,18500    STRATHERN                    ST,,"(34.2157, -118.5361)"
94414,602363,121019185,2012-11-21,2012-11-21,1550,10,West Valley,1094,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0930 0344,70.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,17900    LAKE VISTA                   DR,,"(34.1431, -118.5246)"
104425,1433880,170115916,2017-06-02,2017-06-02,1800,1,Central,135,330,BURGLARY FROM VEHICLE,1609 0344,34.0,F,W,108.0,PARKING LOT,,,AA,Adult Arrest,330.0,,,,300 S  MAIN                         ST,,"(34.0496, -118.2458)"
12081,1046395,150608463,2015-03-10,2015-03-10,840,6,Hollywood,656,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,29.0,F,B,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,6000    ELEANOR                      AV,,"(34.0899, -118.3223)"
7894,870339,140916816,2014-09-28,2014-09-28,1800,9,Van Nuys,915,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444,38.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7000    LENNOX                       AV,,"(34.1976, -118.4455)"
105284,549167,120417397,2012-11-22,2012-11-22,17,4,Hollenbeck,453,886,DISTURBING THE PEACE,2004 2003,11.0,M,W,701.0,HOSPITAL,,,IC,Invest Cont,886.0,,,,1700 E  CESAR E CHAVEZ               AV,,"(34.0512, -118.2176)"
142648,188907,102023341,2010-11-05,2010-11-05,2105,20,Olympic,2038,946,OTHER MISCELLANEOUS CRIME,1000,,M,H,101.0,STREET,,,IC,Invest Cont,946.0,,,,SHATTO                       PL,WILSHIRE                     BL,"(34.0618, -118.2903)"
22886,656549,121523389,2012-12-11,2012-12-07,1200,15,N Hollywood,1532,310,BURGLARY,0321 1606 1605 1403 1238 1202 1273 0344 1414,64.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,6000    WHITSETT                     AV,,"(34.1794, -118.4052)"
78015,1232869,160312927,2016-05-13,2016-05-06,1445,3,Southwest,336,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0443 0340 0344 1309,57.0,M,B,501.0,SINGLE FAMILY DWELLING,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230.0,930.0,,,2200 W  29TH                         PL,,"(34.0283, -118.3152)"
38523,416738,111204501,2011-01-08,2011-01-08,830,12,77th Street,1241,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 1202,65.0,M,B,101.0,STREET,,,IC,Invest Cont,745.0,,,,6500 S  VICTORIA                     AV,,"(33.9806, -118.3323)"
114903,1001550,150119102,2015-08-18,2015-07-15,1200,1,Central,182,354,THEFT OF IDENTITY,0377,41.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1100 S  GRAND                        AV,,"(34.0416, -118.262)"
94490,1334776,161310744,2016-04-26,2016-04-23,2030,13,Newton,1321,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1259 1251 0913 0432 1912 0906,17.0,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1900    MAPLE                        AV,,"(34.0289, -118.2686)"
111270,1312163,161113718,2016-07-21,2016-07-20,2130,11,Northeast,1149,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740.0,,,,5500 N  FIGUEROA                     ST,,"(34.1082, -118.1956)"
114953,22150,130314947,2013-06-18,2013-06-18,900,3,Southwest,374,624,BATTERY - SIMPLE ASSAULT,0416 0400,47.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3700    DUBLIN                       AV,,"(34.0132, -118.322)"
149799,1178081,151914219,2015-07-06,2015-07-06,2025,19,Mission,1962,210,ROBBERY,0353 0432 2004 0315 0324,,M,X,210.0,RESTAURANT/FAST FOOD,113.0,SIMULATED GUN,AA,Adult Arrest,210.0,,,,9800    SEPULVEDA                    BL,,"(34.2482, -118.4675)"
99630,584145,120817616,2012-11-26,2012-11-25,2100,8,West LA,811,510,VEHICLE - STOLEN,,11.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,15700 W  SUNSET                       BL,,"(34.0495, -118.5306)"
151125,217477,100210974,2010-05-05,2010-04-30,245,2,Rampart,233,210,ROBBERY,0342 0344 0431 1311 1310,43.0,F,H,104.0,DRIVEWAY,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,210.0,,,,200 S  LA FAYETTE PARK              PL,,"(34.0692, -118.2792)"
136656,812639,140306068,2014-02-05,2014-02-05,1200,3,Southwest,379,624,BATTERY - SIMPLE ASSAULT,0416 0329,28.0,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3700 S  VERMONT                      AV,,"(34.0175, -118.2915)"
37001,980863,142108816,2014-04-19,2014-04-19,840,21,Topanga,2114,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,22000    LANARK                       ST,,"(34.2167, -118.6066)"
151580,886778,141115958,2014-09-02,2014-09-01,2000,11,Northeast,1117,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,30.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,930.0,,,,2200    NORWALK                      AV,,"(34.1325, -118.216)"
143216,963348,141911735,2014-05-13,2014-05-13,1715,19,Mission,1981,956,"LETTERS, LEWD",0443,52.0,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,956.0,,,,15600    PARTHENIA                    ST,,"(34.2283, -118.472)"
20,1554536,170318141,2017-07-30,2017-07-30,2130,3,Southwest,377,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 0446 1241 1243 1813 1814 2000 2002 0408,43.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,1200 W  39TH                         ST,,"(34.0155, -118.2975)"
61900,1051591,150621467,2015-10-05,2015-09-09,230,6,Hollywood,648,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,25.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,930.0,,,,1500 N  WESTERN                      AV,,"(34.0981, -118.3092)"
83249,639771,121413636,2012-05-16,2012-01-27,1000,14,Pacific,1425,354,THEFT OF IDENTITY,1202 0928 1822,68.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3300    PURDUE                       AV,,"(34.0213, -118.43)"
93712,501533,112015893,2011-07-31,2011-07-31,200,20,Olympic,2081,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,59.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,1600 S  SAINT ANDREWS                PL,,"(34.0436, -118.3116)"
102827,305259,101707440,2010-03-03,2010-03-03,530,17,Devonshire,1705,121,"RAPE, FORCIBLE",1262 1415 1409,22.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,998.0,,,17900    TUSCAN                       CT,,"(34.3002, -118.525)"
87035,178937,131223763,2013-10-24,2013-10-09,1500,12,77th Street,1258,850,INDECENT EXPOSURE,0529 0913 0531,30.0,M,H,101.0,STREET,,,AA,Adult Arrest,850.0,,,,7600 S  BROADWAY,,"(33.9708, -118.2783)"
143795,905893,141309075,2014-04-03,2014-04-02,1930,13,Newton,1343,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000 E  35TH                         ST,,"(34.0118, -118.2584)"
18886,699421,122013458,2012-07-06,2012-06-15,1625,20,Olympic,2027,901,VIOLATION OF RESTRAINING ORDER,0913 0432 2000,43.0,F,H,101.0,STREET,,,AO,Adult Other,901.0,,,,WILSHIRE,NORMANDIE,"(34.0618, -118.3004)"
131668,66509,130817316,2013-12-03,2013-12-02,1100,8,West LA,855,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,71.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,341.0,,,,1400    CAMDEN                       AV,,"(34.0524, -118.4458)"
13506,727605,131417998,2013-07-11,2013-07-11,1200,14,Pacific,1488,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,26.0,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,8600    BELLANCA                     AV,,"(33.9599, -118.3805)"
49683,111872,131111822,2013-05-31,2013-05-30,1000,11,Northeast,1127,649,DOCUMENT FORGERY / STOLEN FELONY,0924,,M,O,602.0,BANK,,,IC,Invest Cont,649.0,,,,6300 N  FIGUEROA                     ST,,"(34.1155, -118.1843)"
71570,896031,141214489,2014-06-13,2014-06-12,1600,12,77th Street,1252,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,44.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,7100    3RD                          AV,,"(33.9755, -118.3207)"
65542,1096210,151116258,2015-09-02,2015-02-20,1200,11,Northeast,1109,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,1259 1815 0515 1814,15.0,F,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,,,,1100    EAGLE VISTA                  DR,,"(34.1422, -118.1878)"
140036,102902,131106041,2013-02-09,2013-02-09,1730,11,Northeast,1126,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1300 0329,29.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,AVENUE 51,ALMADEN,"(34.1245, -118.2038)"
125391,748200,131614460,2013-09-17,2013-08-12,900,16,Foothill,1606,354,THEFT OF IDENTITY,0100 0930 1822,22.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,354.0,,,,11300    SUNBURST                     ST,,"(34.2788, -118.3773)"
132546,899767,141220896,2014-09-19,2014-09-18,1700,12,77th Street,1231,330,BURGLARY FROM VEHICLE,1609 0344 0385 1202,70.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,3800 W  59TH                         PL,,"(33.9863, -118.3399)"
21310,1346640,161415500,2016-06-03,2016-06-02,745,14,Pacific,1469,310,BURGLARY,0344,52.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,6900    KITTYHAWK                    AV,,"(33.9754, -118.3722)"
77737,1386651,161811485,2016-05-23,2016-04-01,1200,18,Southeast,1841,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,1257 0522 0550 0360 0512 1817 0532 0515 0560,,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760.0,812.0,,,700 W  107TH                        ST,,"(33.9391, -118.2869)"
52681,1096591,151116936,2015-09-15,2015-09-02,1530,11,Northeast,1172,480,BIKE - STOLEN,0344,30.0,F,O,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480.0,,,,1800    APEX                         AV,,"(34.0889, -118.2627)"
